podloga,rezultat,broj_asova,duple_servis_greske,broj_servis_poena ,ubacenih_prvih_servisa,osvojenih_prvih_servisa,osvojenih_drugih_servisa,broj_servis_gemova,sacuvanih_brejk_lopti,suocenih_brejk_lopti,nivo_takmicenja,best_of,pobedio,sacuvanih_br_lopti_modified
Hard,6-2 6-3 6-1,0.076,0.051,26.333,0.62,0.494,0.203,4,1,1,R128,5,1,1
Hard,6-1 3-6 7-6(3) 6-4,0.136,0.034,29.5,0.627,0.483,0.203,4.75,0.714,1.75,R128,5,1,0.714
Hard,6-3 7-6(3) 7-6(3),0.14,0.022,31,0.581,0.495,0.28,5.667,0,0.333,R128,5,1,1
Hard,6-2 6-7(3) 6-2 6-4,0.109,0.017,29.75,0.605,0.496,0.202,4.75,0.8,2.5,R128,5,1,0.8
Hard,6-4 6-2 6-4,0.141,0,23.667,0.62,0.521,0.31,4.667,1,0.333,R128,5,1,1
Hard,6-2 6-1 6-7(6) 6-2,0.076,0.038,26.25,0.638,0.514,0.238,4.5,0.833,1.5,R128,5,1,0.833
Hard,6-4 6-0 6-4,0.053,0.066,25.333,0.566,0.447,0.224,4.333,0.667,2,R128,5,1,0.667
Hard,4-6 7-5 6-1 6-0,0.028,0.019,27,0.602,0.389,0.259,4.25,0.7,2.5,R128,5,1,0.7
Hard,7-5 6-4 7-6(6),0.074,0.074,40.667,0.549,0.41,0.221,5.667,0.571,2.333,R128,5,1,0.571
Hard,6-3 6-1 6-2,0.154,0.015,21.667,0.692,0.538,0.215,4,0,0,R128,5,1,1
Hard,6-4 1-6 6-4 6-4,0.115,0.053,28.25,0.549,0.425,0.221,4.75,0.7,2.5,R128,5,1,0.7
Hard,6-2 6-3 6-2,0.028,0.07,23.667,0.592,0.423,0.296,4.333,0.667,1,R128,5,1,0.667
Hard,7-5 6-4 6-3,0.173,0.01,32.667,0.592,0.439,0.224,5.333,0.714,2.333,R128,5,1,0.714
Hard,7-6(3) 6-4 6-1,0.078,0.026,38.667,0.578,0.457,0.207,5,0.857,2.333,R128,5,1,0.857
Hard,2-6 4-6 6-4 6-4 6-4,0.017,0.07,34.4,0.541,0.36,0.192,4.8,0.7,6,R128,5,1,0.7
Hard,7-6(1) 6-7(5) 7-5 6-3,0.232,0.043,34.5,0.616,0.536,0.203,5.75,0.75,1,R128,5,1,0.75
Hard,3-6 7-6(6) 7-6(6) 7-6(1),0.142,0.019,40.5,0.617,0.488,0.191,5.5,0.8,2.5,R128,5,1,0.8
Hard,6-7(9) 6-4 6-4 6-1,0.092,0.017,29.75,0.563,0.403,0.277,4.75,0.75,3,R128,5,1,0.75
Hard,7-5 6-3 7-5,0.031,0.031,32.333,0.639,0.474,0.237,5.667,0.75,1.333,R128,5,1,0.75
Hard,6-1 7-5 6-3,0.067,0.045,29.667,0.517,0.404,0.303,4.667,1,1.667,R128,5,1,1
Hard,6-4 2-6 6-7(7) 6-1 6-2,0.07,0.039,25.6,0.633,0.445,0.234,4.6,0.2,1,R128,5,1,0.2
Hard,7-6(6) 6-4 6-1,0.08,0.018,37.333,0.536,0.429,0.232,5,0.727,3.667,R128,5,1,0.727
Hard,7-5 6-3 4-6 6-1,0.136,0.016,31.25,0.584,0.416,0.224,4.75,0.786,3.5,R128,5,1,0.786
Hard,6-3 6-2 6-4,0.157,0.012,27.667,0.542,0.47,0.265,4.667,0.857,2.333,R128,5,1,0.857
Hard,6-3 7-5 6-1,0.033,0.044,30,0.611,0.444,0.189,4.667,0.727,3.667,R128,5,1,0.727
Hard,7-5 7-6(6) 7-5,0.102,0.047,42.333,0.622,0.433,0.26,6,1,1.667,R128,5,1,1
Hard,7-6(4) 4-6 4-6 6-3 6-1,0.108,0.054,33.2,0.536,0.416,0.229,4.8,0.75,3.2,R128,5,1,0.75
Hard,5-7 7-6(4) 6-4 6-3,0.116,0.022,34.5,0.616,0.449,0.203,5.5,0.583,3,R128,5,1,0.583
Hard,4-6 4-6 6-3 7-5 6-4,0.106,0.046,30.2,0.57,0.43,0.219,5.2,0.545,2.2,R128,5,1,0.545
Hard,6-2 6-3 6-4,0.362,0.043,23,0.609,0.594,0.217,4.667,0,0,R128,5,1,1
Hard,6-1 3-6 7-5 7-6(4),0.088,0.08,28.25,0.602,0.451,0.212,5,0.2,1.25,R128,5,1,0.2
Hard,6-4 6-4 6-4,0.173,0.053,25,0.627,0.573,0.2,5,0,0.333,R128,5,1,1
Hard,6-3 7-5 7-5,0.228,0.022,30.667,0.674,0.598,0.185,5.667,1,1,R128,5,1,1
Hard,6-7(0) 6-2 6-0 2-6 6-4,0.04,0.027,29.8,0.597,0.383,0.248,4.4,0.786,2.8,R128,5,1,0.786
Hard,7-6(7) 6-0 7-6(4),0.068,0.049,34.333,0.476,0.379,0.311,5,0.667,2,R128,5,1,0.667
Hard,6-1 6-2 6-2,0.167,0.076,22,0.652,0.545,0.212,4,1,0.333,R128,5,1,1
Hard,6-4 6-1 6-2,0.078,0.031,21.333,0.656,0.547,0.266,4.333,0,0,R64,5,1,1
Hard,3-6 6-3 7-6(3) 6-1,0.178,0.017,29.5,0.517,0.424,0.246,4.75,0.333,1.5,R64,5,1,0.333
Hard,4-6 6-4 6-0 2-6 6-4,0.056,0.056,32.2,0.596,0.385,0.193,4.4,0.625,3.2,R64,5,1,0.625
Hard,5-7 6-4 3-6 6-2 6-1,0.158,0.05,27.8,0.482,0.432,0.266,4.6,0.667,1.8,R64,5,1,0.667
Hard,6-2 6-4 6-7(5) 7-6(1),0.126,0.055,31.75,0.614,0.496,0.26,5.25,1,1,R64,5,1,1
Hard,2-6 6-3 1-6 7-5 6-3,0.15,0.041,29.4,0.571,0.408,0.19,4.6,0.667,3.6,R64,5,1,0.667
Hard,6-3 6-4 6-4,0.059,0.035,28.333,0.588,0.482,0.235,5,0.8,1.667,R64,5,1,0.8
Hard,7-6(5) 6-3 7-5,0.083,0.031,32,0.677,0.51,0.167,5.333,0.625,2.667,R64,5,1,0.625
Hard,6-3 3-6 6-4 6-3,0.093,0.028,26.75,0.495,0.411,0.28,4.75,0.571,1.75,R64,5,1,0.571
Hard,6-4 7-6(3) 6-4,0.055,0.022,30.333,0.527,0.418,0.352,5.333,0.857,2.333,R64,5,1,0.857
Hard,6-3 6-4 6-3,0.053,0.013,25,0.587,0.507,0.24,4.667,0,0,R64,5,1,1
Hard,6-4 7-6(2) 4-6 6-4,0.069,0.021,36,0.625,0.451,0.194,5.25,0.789,4.75,R64,5,1,0.789
Hard,6-2 6-3 7-5,0.204,0.043,31,0.538,0.409,0.258,5,0.8,1.667,R64,5,1,0.8
Hard,6-3 7-6(2) 2-6 4-6 6-4,0.014,0.029,28,0.521,0.386,0.264,4.8,0.5,2.4,R64,5,1,0.5
Hard,7-5 6-4 7-6(1),0.131,0.051,33,0.687,0.556,0.152,5.667,0.333,1,R64,5,1,0.333
Hard,7-5 7-5 7-6(4),0.01,0.019,35,0.648,0.552,0.152,6,0.7,3.333,R64,5,1,0.7
Hard,7-6(2) 7-6(4) 7-6(6),0.194,0.007,44.667,0.575,0.433,0.261,6,0.714,2.333,R64,5,1,0.714
Hard,7-6(10) 6-4 3-6 6-3,0.109,0.034,29.75,0.639,0.445,0.193,5,0.444,2.25,R64,5,1,0.444
Hard,3-6 6-4 6-4 6-2,0.045,0.063,28,0.509,0.357,0.214,4.75,0.364,2.75,R64,5,1,0.364
Hard,6-3 6-4 6-2,0.308,0.046,21.667,0.754,0.692,0.169,4.667,0,0,R64,5,1,1
Hard,6-0 6-3 6-4,0.214,0.071,23.333,0.586,0.5,0.214,4,0.778,3,R64,5,1,0.778
Hard,5-7 4-6 6-1 6-3 6-1,0.172,0.016,25.6,0.586,0.469,0.234,4.6,0.571,1.4,R64,5,1,0.571
Hard,7-6(2) 6-1 6-3,0.102,0,29.333,0.58,0.42,0.33,4.667,1,2,R64,5,1,1
Hard,6-4 6-2 6-7(4) 6-1,0.072,0.064,31.25,0.576,0.464,0.208,4.75,0.333,0.75,R64,5,1,0.333
Hard,6-3 6-2 3-6 5-7 7-5,0.151,0.025,31.8,0.566,0.39,0.22,5,0.667,3.6,R64,5,1,0.667
Hard,4-6 6-3 7-6(4) 6-4,0.07,0.017,28.75,0.635,0.496,0.243,5.25,0.429,1.75,R64,5,1,0.429
Hard,6-3 6-4 6-4,0.209,0.058,28.667,0.581,0.488,0.267,5,1,0.667,R64,5,1,1
Hard,7-6(3) 3-6 3-6 6-2 7-6(4),0.117,0.058,30.8,0.656,0.494,0.214,5,0.571,1.4,R64,5,1,0.571
Hard,7-6(4) 6-2 6-2,0.105,0.013,25.333,0.645,0.539,0.224,4.667,0.5,0.667,R64,5,1,0.5
Hard,6-1 6-2 6-1,0.197,0.016,20.333,0.705,0.607,0.164,3.667,1,0.333,R64,5,1,1
Hard,6-3 7-5 7-5,0.121,0.033,30.333,0.67,0.516,0.187,5.667,0.714,2.333,R32,5,1,0.714
Hard,6-2 7-6(4) 6-3,0.168,0.021,31.667,0.663,0.537,0.2,5,1,1.333,R32,5,1,1
Hard,3-6 4-6 6-4 6-3 6-4,0.012,0.042,33.4,0.611,0.383,0.186,4.8,0.579,3.8,R32,5,1,0.579
Hard,7-6(3) 6-1 6-1,0.103,0.026,39,0.453,0.342,0.316,4.333,1,3.333,R32,5,1,1
Hard,6-3 7-5 6-2,0.169,0,27.667,0.687,0.554,0.217,5,1,0.667,R32,5,1,1
Hard,6-7(5) 7-6(1) 6-3 6-7(3) 6-1,0.167,0.045,31.2,0.532,0.449,0.256,5.4,0.556,1.8,R32,5,1,0.556
Hard,7-6(6) 4-6 6-3 6-1,0.089,0.071,28,0.634,0.446,0.17,4.75,0.375,2,R32,5,1,0.375
Hard,6-3 7-6(5) 6-4,0.078,0.069,34,0.451,0.363,0.304,5,0.727,3.667,R32,5,1,0.727
Hard,4-6 0-6 7-6(3) 6-2 6-4,0.045,0.051,31.4,0.599,0.414,0.204,4.6,0.625,3.2,R32,5,1,0.625
Hard,6-3 7-6(3) 7-6(3),0.14,0.009,38,0.667,0.526,0.211,5.667,1,1.667,R32,5,1,1
Hard,6-3 6-2 7-5,0.07,0.035,28.667,0.616,0.5,0.198,5,0.5,0.667,R32,5,1,0.5
Hard,6-7(2) 7-6(7) 6-3 6-3,0.085,0.023,32.25,0.535,0.426,0.256,5.25,0.5,1.5,R32,5,1,0.5
Hard,6-4 6-3 6-1,0.133,0.017,20,0.733,0.667,0.2,4.333,0,0,R32,5,1,1
Hard,6-3 6-4 6-4,0.06,0.048,27.667,0.602,0.434,0.217,5,0.5,1.333,R32,5,1,0.5
Hard,6-3 4-6 6-4 6-3,0.065,0.016,30.75,0.61,0.423,0.203,4.75,0.5,2,R16,5,1,0.5
Hard,6-3 7-6(5) 6-1,0.067,0.034,29.667,0.551,0.449,0.281,5,0.8,1.667,R16,5,1,0.8
Hard,6-4 6-3 6-4,0.135,0.027,24.667,0.595,0.527,0.297,5,0,0,R16,5,1,1
Hard,6-3 2-6 7-6(2) 6-1,0.197,0.017,29.25,0.581,0.487,0.205,4.75,0.714,1.75,R16,5,1,0.714
Hard,6-4 1-6 6-3 6-4,0.098,0.029,25.5,0.52,0.422,0.255,4.5,0.5,1.5,R16,5,1,0.5
Hard,7-6(5) 6-3 6-7(2) 7-6(0),0.152,0.035,42.75,0.643,0.509,0.146,5.75,0.727,2.75,R16,5,1,0.727
Hard,2-6 6-3 6-4 6-1,0.114,0.029,26.25,0.648,0.486,0.19,4.25,0.75,2,R16,5,1,0.75
Hard,7-6(0) 7-6(6) 7-5,0.117,0.009,37,0.586,0.486,0.297,6,1,1.667,R16,5,1,1
Hard,6-1 3-6 6-3 7-6(2),0.077,0,29.25,0.581,0.444,0.282,4.75,0.833,1.5,QF,5,1,0.833
Hard,6-4 6-4 3-6 6-7(3) 6-4,0.185,0.032,31.4,0.58,0.452,0.274,5,0.9,2,QF,5,1,0.9
Hard,6-4 6-4 6-0,0.091,0.03,22,0.485,0.455,0.348,4.333,1,0.333,QF,5,1,1
Hard,6-3 6-3 6-1,0.229,0.029,23.333,0.757,0.657,0.114,4.333,0,0,QF,5,1,1
Hard,6-0 6-1 6-2,0.054,0.018,18.667,0.661,0.5,0.268,3.667,0,0.333,SF,5,1,1
Hard,6-4 6-3 6-1,0.13,0.026,25.667,0.649,0.519,0.221,4.333,1,1.333,SF,5,1,1
Hard,6-4 5-7 6-4 6-4,0.019,0.032,38.75,0.619,0.406,0.206,5.25,0.826,5.75,F,5,1,0.826
Hard,5-7 7-6(6) 6-1,0.175,0.078,34.333,0.534,0.408,0.223,5.333,0.429,2.333,R32,3,1,0.429
Hard,6-4 6-4,0.054,0.041,37,0.568,0.351,0.243,5,0.714,3.5,R32,3,1,0.714
Hard,6-3 6-2,0.07,0.053,28.5,0.561,0.474,0.263,4.5,1,2,R32,3,1,1
Hard,6-4 6-3,0.075,0.045,33.5,0.478,0.433,0.239,5,0.667,1.5,R32,3,1,0.667
Hard,6-2 7-6(2),0.107,0.027,37.5,0.653,0.467,0.213,5,0.833,3,R32,3,1,0.833
Hard,4-6 7-6(3) 6-4,0.069,0.059,34,0.598,0.471,0.157,5.333,0.333,2,R32,3,1,0.333
Hard,6-0 6-3,0.089,0,22.5,0.622,0.444,0.289,4,1,1,R32,3,1,1
Hard,6-1 7-5,0.053,0.053,28.5,0.667,0.526,0.158,5,0.5,1,R32,3,1,0.5
Hard,7-6(4) 6-4,0.082,0.066,30.5,0.607,0.508,0.23,5.5,0.5,1,R32,3,1,0.5
Hard,6-3 6-3,0.039,0.02,25.5,0.412,0.314,0.392,4.5,0,0.5,R32,3,1,1
Hard,6-1 6-0,0.109,0.13,23,0.609,0.435,0.196,3.5,0.833,3,R32,3,1,0.833
Hard,7-5 6-3,0.19,0.034,29,0.517,0.431,0.31,5.5,0.667,1.5,R16,3,1,0.667
Hard,6-2 6-3,0.109,0.022,23,0.543,0.5,0.283,4,0,0,R16,3,1,1
Hard,7-5 6-3,0.036,0.055,27.5,0.655,0.545,0.236,5.5,0,0.5,R16,3,1,1
Hard,7-5 7-6(7),0.091,0.015,33,0.697,0.545,0.182,6,0.5,2,R16,3,1,0.5
Hard,6-4 6-3,0.232,0.018,28,0.625,0.518,0.161,4.5,0.75,2,R16,3,1,0.75
Hard,6-2 6-0,0.14,0.047,21.5,0.674,0.512,0.163,3.5,0.75,2,R16,3,1,0.75
Hard,6-3 4-6 6-3,0.156,0.039,25.667,0.571,0.481,0.26,4.667,0.75,1.333,R16,3,1,0.75
Hard,6-3 6-2,0.051,0.034,29.5,0.458,0.322,0.373,4.5,1,2,QF,3,1,1
Hard,1-6 6-2 6-4,0.086,0.074,27,0.617,0.457,0.185,4,0.75,2.667,QF,3,1,0.75
Hard,7-6(6) 6-4,0.227,0.045,33,0.561,0.53,0.152,5.5,0.5,2,QF,3,1,0.5
Hard,6-1 6-4,0.138,0.017,29,0.552,0.448,0.259,4.5,1,2,SF,3,1,1
Hard,1-6 7-5 6-3,0.104,0.065,25.667,0.623,0.519,0.143,4.667,0.667,3,SF,3,1,0.667
Hard,6-3 7-6(7),0.188,0.058,34.5,0.551,0.435,0.246,5.5,0,0.5,F,3,1,1
Clay,6-4 6-3,0.103,0,29,0.466,0.362,0.293,4.5,0.833,3,R32,3,1,0.833
Clay,6-3 6-4,0.047,0.016,32,0.672,0.453,0.188,5,0.857,3.5,R32,3,1,0.857
Clay,5-7 6-3 6-1,0.023,0.011,29,0.644,0.437,0.172,4.667,0.556,3,R32,3,1,0.556
Clay,6-2 6-7(4) 7-6(2),0.017,0.017,39.333,0.678,0.449,0.186,5.333,0.727,3.667,R32,3,1,0.727
Clay,4-6 6-4 7-5,0.042,0.021,31.667,0.568,0.432,0.263,5.333,0.667,3,R32,3,1,0.667
Clay,6-3 7-6(9),0.11,0,36.5,0.726,0.507,0.137,5.5,0,1,R32,3,1,1
Clay,6-2 6-0,0.061,0,16.5,0.636,0.485,0.364,3.5,0,0,R32,3,1,1
Clay,6-4 6-2,0.015,0.015,32.5,0.585,0.431,0.246,4.5,1,3.5,R32,3,1,1
Clay,7-5 6-1,0.038,0,26,0.558,0.385,0.404,5,1,1,R32,3,1,1
Clay,7-6(3) 6-4,0,0,33,0.712,0.561,0.152,5.5,0.714,3.5,R32,3,1,0.714
Clay,7-5 0-6 6-4,0.059,0.049,34,0.637,0.363,0.216,4.667,0.636,3.667,R32,3,1,0.636
Clay,1-6 6-4 6-3,0.039,0.013,25.333,0.697,0.447,0.184,4.333,0.571,2.333,R32,3,1,0.571
Clay,7-5 6-4,0.039,0.013,38.5,0.649,0.429,0.234,5.5,0.8,2.5,R16,3,1,0.8
Clay,7-5 6-2,0.041,0.041,37,0.581,0.365,0.189,5,0.625,4,R16,3,1,0.625
Clay,3-6 6-3 6-4,0.176,0.029,22.667,0.779,0.691,0.088,4.667,0,0.333,R16,3,1,1
Clay,6-3 6-1,0.13,0.022,23,0.717,0.543,0.196,4,1,0.5,R16,3,1,1
Clay,7-5 6-2,0.015,0.031,32.5,0.692,0.462,0.185,5,0.75,4,R16,3,1,0.75
Clay,4-6 6-4 6-3,0.009,0.009,35.333,0.575,0.368,0.217,5,0.778,6,R16,3,1,0.778
Clay,6-4 6-4,0.075,0,26.5,0.698,0.491,0.264,5,0,0,R16,3,1,1
Clay,6-1 6-2,0.073,0,20.5,0.854,0.732,0.073,4,1,1,R16,3,1,1
Clay,6-7(5) 6-4 6-2,0.051,0.01,32.667,0.612,0.449,0.184,5,0.571,2.333,QF,3,1,0.571
Clay,6-4 6-4,0.036,0.036,28,0.679,0.571,0.179,5,1,1.5,QF,3,1,1
Clay,6-4 7-6(7),0.035,0.035,43,0.558,0.372,0.244,5.5,0.75,2,QF,3,1,0.75
Clay,6-3 7-6(4),0.076,0.025,39.5,0.62,0.43,0.266,5.5,1,3.5,QF,3,1,1
Clay,2-6 6-1 6-4,0.094,0,21.333,0.656,0.531,0.172,4.333,0,1,SF,3,1,1
Clay,6-7(2) 6-4 6-2,0.046,0.023,29,0.632,0.506,0.218,5,0.5,0.667,SF,3,1,0.5
Clay,7-6(5) 7-6(11),0.071,0.012,42,0.583,0.452,0.214,6,0.4,2.5,F,3,1,0.4
Hard,1-6 6-3 6-4,0.079,0.026,25.333,0.539,0.395,0.263,4.333,0.667,3,R32,3,1,0.667
Hard,6-4 6-3,0.123,0.062,32.5,0.569,0.477,0.185,5,0.667,1.5,R32,3,1,0.667
Hard,6-4 6-3,0.098,0.039,25.5,0.765,0.588,0.078,4.5,0.667,1.5,R32,3,1,0.667
Hard,6-4 3-6 6-3,0.14,0.081,28.667,0.558,0.442,0.186,4.667,0.7,3.333,R32,3,1,0.7
Hard,6-3 6-7(3) 6-4,0.185,0.049,27,0.543,0.457,0.247,5,0.333,1,R32,3,1,0.333
Hard,6-4 7-6(2),0.159,0.032,31.5,0.603,0.524,0.206,5.5,0,0.5,R32,3,1,1
Hard,6-7(4) 6-1 6-4,0.041,0.01,32.667,0.571,0.439,0.255,5,0.667,1,R32,3,1,0.667
Hard,6-7(5) 6-3 6-4,0.08,0.054,37.333,0.634,0.42,0.214,5.333,0.75,2.667,R32,3,1,0.75
Hard,7-6(5) 6-3,0.266,0,32,0.75,0.672,0.125,5.5,1,0.5,R32,3,1,1
Hard,6-4 6-4,0.164,0.016,30.5,0.721,0.492,0.197,5,0.5,1,R32,3,1,0.5
Hard,6-3 2-6 6-3,0.182,0.068,29.333,0.648,0.5,0.136,4.333,0.75,2.667,R32,3,1,0.75
Hard,7-6(4) 7-6(5),0.203,0.013,39.5,0.772,0.633,0.127,6,0,0,R32,3,1,1
Hard,2-6 7-6(5) 6-4,0.116,0.058,28.667,0.523,0.442,0.244,5,0.25,1.333,R32,3,1,0.25
Hard,6-3 4-6 6-2,0.208,0.026,25.667,0.61,0.506,0.208,4.667,0.5,1.333,R32,3,1,0.5
Hard,6-4 6-3,0.146,0.021,24,0.646,0.542,0.208,4.5,0,0.5,R32,3,1,1
Hard,6-4 7-5,0.373,0.059,25.5,0.745,0.706,0.157,5.5,0,0,R32,3,1,1
Hard,6-1 6-1,0.125,0,20,0.6,0.475,0.3,3.5,1,1,R16,3,1,1
Hard,6-1 6-4,0.041,0,24.5,0.755,0.592,0.163,4.5,0,0,R16,3,1,1
Hard,6-4 3-6 6-1,0.088,0.059,22.667,0.603,0.471,0.221,4.333,0,0.667,R16,3,1,1
Hard,6-4 6-4,0.156,0.047,32,0.656,0.469,0.172,5,0.714,3.5,R16,3,1,0.714
Hard,6-4 7-5,0.189,0.019,26.5,0.679,0.604,0.226,5.5,0,0,R16,3,1,1
Hard,6-4 4-6 6-4,0.232,0.061,33,0.606,0.525,0.152,5,0.857,2.333,R16,3,1,0.857
Hard,6-4 6-7(7) 6-4,0.235,0.024,28.333,0.671,0.624,0.212,5.333,1,0.667,R16,3,1,1
Hard,6-7(4) 6-3 7-5,0.174,0.012,28.667,0.674,0.558,0.221,5.333,1,0.667,R16,3,1,1
Hard,6-4 6-2,0.022,0.044,22.5,0.622,0.489,0.244,4.5,0.5,1,QF,3,1,0.5
Hard,6-7(3) 6-3 6-3,0.207,0.054,30.667,0.674,0.554,0.141,5,0,0,QF,3,1,1
Hard,7-6(4) 7-6(5),0.162,0.027,37,0.716,0.622,0.203,6,1,2.5,QF,3,1,1
Hard,5-7 7-6(5) 6-4,0.145,0.009,36.667,0.609,0.509,0.182,5.667,0.8,1.667,QF,3,1,0.8
Hard,7-6(5) 7-5,0.011,0.022,45,0.578,0.422,0.267,6,1,3,SF,3,1,1
Hard,6-3 7-6(4),0.185,0.031,32.5,0.631,0.477,0.246,5.5,0,0.5,SF,3,1,1
Hard,4-6 6-4 7-5,0.076,0.011,30.667,0.663,0.467,0.196,5.333,0.4,1.667,F,3,1,0.4
Grass,6-4 7-5,0.182,0.03,33,0.576,0.485,0.182,5.5,0.5,2,R32,3,1,0.5
Grass,3-6 7-5 7-6(4),0.17,0.057,35.333,0.651,0.5,0.16,5.667,0.667,2,R32,3,1,0.667
Grass,6-7(5) 6-4 7-6(5),0.316,0.034,39,0.615,0.521,0.222,5.667,1,2.667,R32,3,1,1
Grass,4-6 6-3 6-4,0.127,0.01,34,0.686,0.451,0.216,5,0.8,3.333,R32,3,1,0.8
Grass,7-6(3) 3-6 6-2,0.187,0.033,30.333,0.604,0.505,0.198,4.667,0.75,1.333,R32,3,1,0.75
Grass,7-6(4) 1-6 6-4,0.195,0.098,27.333,0.549,0.39,0.232,4.667,0.2,1.667,R32,3,1,0.2
Grass,7-6(11) 6-4,0.304,0.014,34.5,0.739,0.667,0.13,5.5,1,0.5,R32,3,1,1
Grass,6-3 6-4,0.298,0.035,28.5,0.632,0.561,0.193,5,1,1.5,R32,3,1,1
Grass,6-7(6) 7-5 6-2,0.029,0,34.333,0.612,0.466,0.233,5.333,0.833,2,R32,3,1,0.833
Grass,6-7(3) 6-2 6-4,0.196,0.041,32.333,0.701,0.526,0.144,5,0.833,2,R32,3,1,0.833
Grass,6-1 6-2,0.063,0,24,0.688,0.583,0.146,4,1,1,R32,3,1,1
Grass,5-7 6-3 6-2,0.258,0.075,31,0.624,0.516,0.172,5,0.8,1.667,R32,3,1,0.8
Grass,6-3 6-7(6) 6-4,0.154,0.029,34.667,0.567,0.442,0.231,5.333,0.75,1.333,R32,3,1,0.75
Grass,7-6(3) 6-2,0.053,0.105,28.5,0.509,0.456,0.228,5,0,1,R32,3,1,1
Grass,6-7(5) 7-5 6-2,0.229,0,32,0.615,0.479,0.26,5.333,0.857,2.333,R32,3,1,0.857
Grass,6-3 6-4,0.173,0.038,26,0.577,0.538,0.288,5,1,1.5,R32,3,1,1
Grass,7-5 6-4,0.059,0.029,34,0.559,0.397,0.265,5.5,0.8,2.5,R16,3,1,0.8
Grass,6-4 7-6(5),0.288,0.015,33,0.667,0.576,0.227,5.5,1,1.5,R16,3,1,1
Grass,6-7(8) 6-2 6-3,0.155,0.01,34.333,0.631,0.495,0.233,5,1,1.333,R16,3,1,1
Grass,7-6(5) 6-7(9) 7-6(4),0.305,0.008,39.333,0.737,0.619,0.153,6,1,0.333,R16,3,1,1
Grass,6-4 6-2,0.056,0.056,27,0.537,0.444,0.222,4.5,0.5,1,R16,3,1,0.5
Grass,6-4 6-7(5) 6-1,0.319,0.044,30.333,0.703,0.593,0.165,5,1,2.333,R16,3,1,1
Grass,6-3 7-6(4),0.063,0.047,32,0.453,0.359,0.328,5,0.75,2,R16,3,1,0.75
Grass,7-6(4) 7-6(11),0.262,0.012,42,0.726,0.631,0.131,6,1,1,R16,3,1,1
Grass,3-6 7-6(2) 6-4,0.167,0,26,0.744,0.667,0.141,5,0.5,0.667,QF,3,1,0.5
Grass,7-6(5) 6-3,0.183,0,30,0.7,0.633,0.167,5.5,0,0,QF,3,1,1
Grass,4-6 6-3 7-5,0.027,0.009,37,0.622,0.459,0.198,5.333,0.8,1.667,QF,3,1,0.8
Grass,7-6(7) 7-5,0.265,0,34,0.647,0.574,0.25,6,1,1,QF,3,1,1
Grass,6-3 7-6(4),0.082,0,30.5,0.787,0.607,0.115,5,0.8,2.5,SF,3,1,0.8
Grass,6-3 6-7(6) 6-3,0.386,0.011,29.333,0.75,0.648,0.148,5.333,0,0,SF,3,1,1
Grass,6-3 6-4,0.06,0,25,0.68,0.54,0.26,5,0,0,F,3,1,1
Clay,6-4 6-1,0.047,0,21.5,0.721,0.465,0.186,4,0,1,R32,3,1,1
Clay,6-3 6-7(3) 6-0,0.011,0.011,30.667,0.63,0.457,0.239,4.333,1,1,R32,3,1,1
Clay,4-6 6-4 6-0,0.03,0.03,33.333,0.59,0.42,0.17,4.333,0.75,4,R32,3,1,0.75
Clay,4-6 6-3 6-4,0.066,0.033,30.333,0.418,0.253,0.363,4.667,0.7,3.333,R32,3,1,0.7
Clay,1-6 7-6(7) 6-1,0.081,0.058,28.667,0.57,0.384,0.244,4.667,0.429,2.333,R32,3,1,0.429
Clay,3-6 6-0 6-3,0.037,0.025,27,0.605,0.42,0.247,4,0.778,3,R32,3,1,0.778
Clay,6-4 0-6 6-4,0,0.09,26,0.59,0.397,0.167,4.333,0.5,3.333,R32,3,1,0.5
Clay,6-2 6-1,0.091,0,22,0.614,0.5,0.25,4,1,1,R32,3,1,1
Clay,3-6 6-3 6-2,0.074,0.025,27,0.494,0.321,0.284,4.333,0.25,1.333,R32,3,1,0.25
Clay,6-4 6-3,0.019,0,27,0.574,0.407,0.241,4.5,0.333,1.5,R32,3,1,0.333
Clay,4-6 6-3 7-5,0.047,0.024,28.333,0.576,0.459,0.247,5.333,0,0.667,R32,3,1,1
Clay,5-7 6-3 6-1,0.108,0.032,31,0.495,0.376,0.269,4.667,0.778,3,R32,3,1,0.778
Clay,6-4 6-3,0.016,0.032,31.5,0.556,0.413,0.19,5,0.8,5,R32,3,1,0.8
Clay,7-5 6-3,0.055,0.014,36.5,0.671,0.411,0.219,5.5,0.667,1.5,R16,3,1,0.667
Clay,6-2 6-2,0.115,0.038,26,0.615,0.462,0.231,4,1,1,R16,3,1,1
Clay,6-3 6-2,0.048,0.063,31.5,0.492,0.381,0.222,4,0.833,3,R16,3,1,0.833
Clay,6-2 6-1,0.053,0.053,19,0.474,0.368,0.316,3.5,0,0.5,R16,3,1,1
Clay,6-4 6-7(9) 6-4,0.045,0.018,37,0.586,0.405,0.207,5.333,0.667,3,R16,3,1,0.667
Clay,6-3 6-2,0.038,0.038,26.5,0.566,0.491,0.264,4.5,0,0,R16,3,1,1
Clay,6-1 7-6(4),0.093,0.037,27,0.537,0.37,0.278,4.5,0.5,2,R16,3,1,0.5
Clay,4-6 7-5 6-0,0.028,0.042,24,0.639,0.486,0.236,4.667,0,0.667,QF,3,1,1
