podloga,rezultat,broj_asova,duple_servis_greske,broj_servis_poena ,ubacenih_prvih_servisa,osvojenih_prvih_servisa,osvojenih_drugih_servisa,broj_servis_gemova,sacuvanih_brejk_lopti,suocenih_brejk_lopti,nivo_takmicenja,best_of,pobedio,sacuvanih_br_lopti_modified
Hard,7-5 6-4,0.078,0.031,32,0.656,0.531,0.125,5.5,0.333,1.5,R32,3,1,0.333
Hard,6-3 6-4,0,0.018,27.5,0.545,0.455,0.255,5,0,0.5,R32,3,1,1
Hard,6-4 7-5,0.032,0.032,31,0.71,0.581,0.177,5.5,0.857,3.5,R32,3,1,0.857
Hard,6-2 6-2,0.125,0.075,20,0.55,0.475,0.275,4,0.5,1,R32,3,1,0.5
Hard,6-4 6-3,0,0.089,28,0.696,0.518,0.125,4.5,0.6,2.5,R32,3,1,0.6
Hard,7-6(2) 6-2,0.221,0.059,34,0.735,0.603,0.132,5,1,1,R32,3,1,1
Hard,6-1 5-7 7-6(3),0.189,0.009,35.333,0.717,0.528,0.179,5.333,0.75,2.667,R32,3,1,0.75
Hard,7-6(4) 7-6(5),0.02,0.02,49,0.602,0.418,0.184,6,0.571,3.5,R32,3,1,0.571
Hard,6-4 6-3,0.018,0.035,28.5,0.544,0.439,0.298,5,1,0.5,R32,3,1,1
Hard,6-4 6-4,0.194,0.048,31,0.645,0.532,0.145,5,0.5,1,R32,3,1,0.5
Hard,6-3 6-4,0.107,0.054,28,0.5,0.429,0.268,5,0,0.5,R32,3,1,1
Hard,6-7(4) 7-6(3) 6-1,0.081,0.073,41.333,0.46,0.355,0.266,5.333,0.571,2.333,R32,3,1,0.571
Hard,6-4 7-6(4),0.027,0.027,37.5,0.64,0.44,0.227,5.5,0.8,2.5,R32,3,1,0.8
Hard,7-5 6-4,0.03,0.03,33,0.773,0.545,0.106,5.5,0.6,2.5,R32,3,1,0.6
Hard,6-4 2-6 6-3,0.034,0.034,29.333,0.659,0.466,0.17,4.667,0.75,4,R32,3,1,0.75
Hard,6-7(3) 7-5 6-0,0.112,0.022,29.667,0.607,0.438,0.236,5,0.667,3,R16,3,1,0.667
Hard,7-6(5) 6-0,0.038,0.038,26.5,0.623,0.434,0.151,4.5,0.25,2,R16,3,1,0.25
Hard,6-1 6-2,0.094,0.057,26.5,0.509,0.377,0.264,4,0.75,2,R16,3,1,0.75
Hard,6-7(3) 7-6(6) 7-6(5),0.217,0.017,38.333,0.652,0.53,0.235,6,1,1,R16,3,1,1
Hard,7-6(5) 4-6 7-5,0.054,0.065,30.667,0.576,0.435,0.283,5.667,0,0.667,R16,3,1,1
Hard,6-4 3-6 6-3,0.025,0.025,27,0.605,0.506,0.185,4.667,0.5,2,R16,3,1,0.5
Hard,6-3 6-3,0.061,0.03,33,0.727,0.485,0.121,4.5,0.8,2.5,R16,3,1,0.8
Hard,7-5 7-5,0.031,0.063,32,0.547,0.453,0.219,6,0,1,QF,3,1,1
Hard,6-4 6-3,0.25,0,26,0.692,0.538,0.25,5,0,0,QF,3,1,1
Hard,3-6 6-4 6-1,0.092,0.031,21.667,0.569,0.462,0.262,4.333,0.333,1,QF,3,1,0.333
Hard,6-3 6-4,0.046,0.062,32.5,0.477,0.385,0.308,5,0.75,2,QF,3,1,0.75
Hard,7-6(3) 6-2,0.172,0.017,29,0.621,0.5,0.276,5,0,0,SF,3,1,1
Hard,6-4 6-4,0.053,0.053,28.5,0.702,0.561,0.105,5,0,1,SF,3,1,1
Hard,7-6(3) 4-6 6-0,0.043,0.043,30.667,0.62,0.391,0.207,4.667,0.5,2,F,3,1,0.5
Hard,7-6(3) 7-6(1),0.063,0.025,40,0.625,0.363,0.25,6,0.5,3,R32,3,1,0.5
Hard,6-2 6-7(3) 7-6(8),0.162,0.009,39,0.667,0.479,0.214,5.333,0.8,1.667,R32,3,1,0.8
Hard,7-6(7) 6-3,0.324,0.042,35.5,0.69,0.577,0.183,5.5,1,0.5,R32,3,1,1
Hard,6-2 6-2,0.293,0.024,20.5,0.537,0.488,0.293,4,0,0,R32,3,1,1
Hard,7-5 6-0,0.071,0.054,28,0.446,0.339,0.25,4.5,0.4,2.5,R32,3,1,0.4
Hard,4-6 6-2 6-1,0.266,0.076,26.333,0.544,0.443,0.253,4.333,0.667,1,R32,3,1,0.667
Hard,6-3 7-6(9),0.122,0.068,37,0.514,0.405,0.243,5.5,0.4,2.5,R32,3,1,0.4
Hard,6-3 6-4,0.054,0.018,28,0.518,0.464,0.304,5,1,0.5,R32,3,1,1
Hard,4-6 6-3 6-2,0.065,0.011,31,0.613,0.452,0.161,4.667,0.625,2.667,R32,3,1,0.625
Hard,6-3 6-3,0.319,0,23.5,0.638,0.532,0.255,4.5,1,0.5,R32,3,1,1
Hard,6-4 6-4,0.071,0.071,42.5,0.647,0.482,0.129,5,0.857,3.5,R32,3,1,0.857
Hard,6-4 6-3,0.196,0.118,25.5,0.451,0.392,0.294,5,0.333,1.5,R32,3,1,0.333
Hard,3-6 6-3 6-4,0.07,0.035,28.667,0.523,0.395,0.221,4.667,0.333,1,R16,3,1,0.333
Hard,7-6(4) 4-6 6-4,0.141,0.01,33,0.758,0.606,0.131,5.333,0.667,1,R16,3,1,0.667
Hard,6-4 7-6(5),0.319,0.014,34.5,0.768,0.652,0.116,5.5,1,0.5,R16,3,1,1
Hard,6-4 6-1,0.12,0.08,25,0.64,0.5,0.22,4,1,1,R16,3,1,1
Hard,7-5 6-3,0.071,0.018,28,0.464,0.339,0.411,5.5,0.5,1,R16,3,1,0.5
Hard,6-1 7-5,0.117,0.013,38.5,0.701,0.481,0.143,5,0.875,4,R16,3,1,0.875
Hard,4-6 7-5 7-6(3),0.069,0.043,38.667,0.586,0.422,0.224,5.667,0.636,3.667,R16,3,1,0.636
Hard,6-3 6-2,0.136,0.068,22,0.568,0.545,0.273,4.5,0,0,R16,3,1,1
Hard,4-6 6-3 6-4,0.08,0.08,33.333,0.59,0.45,0.21,5,0.8,3.333,QF,3,1,0.8
Hard,7-6(3) 7-6(2),0.171,0.066,38,0.553,0.461,0.303,6,1,0.5,QF,3,1,1
Hard,7-6(8) 4-6 7-5,0.129,0.069,33.667,0.495,0.426,0.277,5.667,0.625,2.667,QF,3,1,0.625
Hard,6-4 6-4,0.314,0,25.5,0.706,0.627,0.196,5,1,1.5,QF,3,1,1
Hard,5-7 7-6(5) 7-6(5),0.039,0.016,43,0.558,0.419,0.256,6,0.667,2,SF,3,1,0.667
Hard,4-6 6-3 6-4,0.149,0.011,29,0.644,0.506,0.218,5,0.8,1.667,SF,3,1,0.8
Hard,6-4 6-4,0.066,0.033,30.5,0.508,0.41,0.295,5,0.667,1.5,F,3,1,0.667
Hard,6-3 6-1,0.136,0.045,22,0.545,0.432,0.318,4,1,0.5,R32,3,1,1
Hard,4-6 6-1 6-4,0.043,0,30.667,0.641,0.424,0.185,4.667,0.571,2.333,R32,3,1,0.571
Hard,6-2 6-2,0.089,0,22.5,0.6,0.444,0.244,4,0.667,1.5,R32,3,1,0.667
Hard,6-4 6-4,0.132,0.019,26.5,0.736,0.585,0.208,5,0,0,R32,3,1,1
Hard,6-7(5) 7-6(6) 6-1,0.069,0.031,43.333,0.608,0.423,0.208,5.333,0.75,2.667,R32,3,1,0.75
Hard,6-2 6-3,0.122,0.02,24.5,0.633,0.49,0.245,4.5,0.75,2,R32,3,1,0.75
Hard,7-6(3) 6-4,0.077,0.064,39,0.654,0.449,0.179,5.5,0.6,2.5,R32,3,1,0.6
Hard,6-3 6-2,0.298,0,23.5,0.723,0.638,0.17,4.5,1,1,R32,3,1,1
Hard,6-4 4-6 6-4,0.036,0.012,28,0.667,0.5,0.19,5,0.333,1,R32,3,1,0.333
Hard,6-4 6-3,0.173,0.019,26,0.577,0.481,0.269,5,0.5,1,R32,3,1,0.5
Hard,7-5 7-6(5),0.065,0,38.5,0.597,0.468,0.273,6,0.8,2.5,R32,3,1,0.8
Hard,2-6 7-6(0) 7-5,0.147,0.032,31.667,0.611,0.474,0.253,5.333,0.667,2,R32,3,1,0.667
Hard,4-6 6-4 6-3,0.094,0.035,28.333,0.588,0.435,0.224,4.667,0.818,3.667,R16,3,1,0.818
Hard,4-6 7-6(5) 6-3,0.14,0.026,38,0.579,0.447,0.211,5.333,0.778,3,R16,3,1,0.778
Hard,3-6 6-4 7-6(8),0.093,0.028,35.667,0.598,0.43,0.215,5.333,0.714,2.333,R16,3,1,0.714
Hard,1-6 7-6(6) 7-6(7),0.034,0.043,38.667,0.629,0.397,0.155,5,0.5,3.333,R16,3,1,0.5
Hard,6-4 6-7(2) 7-6(3),0.189,0.018,37,0.721,0.559,0.171,5.667,1,0.667,R16,3,1,1
Hard,6-3 6-4,0.354,0.083,24,0.646,0.583,0.25,5,0,0,R16,3,1,1
Hard,7-6(2) 6-1,0.111,0.014,36,0.708,0.528,0.167,5,0,0,R16,3,1,1
Hard,6-4 7-5,0.104,0.015,33.5,0.672,0.507,0.239,5.5,1,1,R16,3,1,1
Hard,6-0 6-1,0.4,0.067,15,0.7,0.633,0.2,3,0,0,QF,3,1,1
Hard,6-3 6-4,0.123,0.035,28.5,0.596,0.456,0.211,5,0.333,1.5,QF,3,1,0.333
Hard,7-6(5) 3-6 7-6(2),0.156,0.021,32,0.677,0.552,0.198,5.333,0.8,1.667,QF,3,1,0.8
Hard,6-0 6-4,0.132,0.026,19,0.684,0.632,0.211,4,0,0,QF,3,1,1
Hard,6-2 6-2,0.021,0.021,24,0.688,0.563,0.188,4,1,2,SF,3,1,1
Hard,6-7(4) 7-6(4) 7-6(4),0.279,0.025,40.667,0.689,0.59,0.18,6,1,1,SF,3,1,1
Hard,6-4 6-7(2) 6-4,0.21,0,33.333,0.64,0.51,0.19,5.333,0.833,2,F,3,1,0.833
Hard,6-3 7-6(4),0.115,0,30.5,0.672,0.607,0.18,5.5,0,0,R32,3,1,1
Hard,6-3 7-6(1),0.061,0.03,33,0.485,0.333,0.333,5.5,0.5,2,R32,3,1,0.5
Hard,7-6(5) 6-4,0.164,0.041,36.5,0.575,0.479,0.233,5.5,1,1,R32,3,1,1
Hard,6-3 7-6(4),0.152,0.015,33,0.636,0.53,0.182,5.5,0.667,1.5,R32,3,1,0.667
Hard,6-1 6-7(6) 7-6(5),0.124,0.053,37.667,0.681,0.566,0.177,5.333,1,1.667,R32,3,1,1
Hard,7-6(3) 6-2,0.113,0,26.5,0.642,0.528,0.302,5,0,0,R32,3,1,1
Hard,6-4 6-4,0.103,0.034,29,0.759,0.586,0.155,5,1,1.5,R32,3,1,1
Hard,3-6 6-3 7-6(6),0.124,0.072,32.333,0.701,0.546,0.134,5,0.625,2.667,R32,3,1,0.625
Hard,6-1 6-2,0.19,0,21,0.81,0.69,0.095,4,0,0,R32,3,1,1
Hard,6-2 6-3,0.19,0.024,21,0.69,0.667,0.19,4.5,0,0,R32,3,1,1
Hard,6-2 6-2,0.018,0,28,0.75,0.482,0.196,4,1,4.5,R32,3,1,1
Hard,6-3 6-2,0.156,0,22.5,0.733,0.6,0.2,4.5,0,0,R32,3,1,1
Hard,4-6 6-2 6-2,0.147,0.013,25,0.627,0.507,0.187,4.333,0.667,2,R16,3,1,0.667
Hard,7-5 7-5,0.08,0.011,43.5,0.586,0.391,0.253,6,0.857,3.5,R16,3,1,0.857
Hard,7-6(3) 6-3,0.081,0,31,0.677,0.548,0.242,5.5,0,0,R16,3,1,1
Hard,4-6 6-1 7-6(3),0.127,0.029,34,0.578,0.461,0.225,5,0.8,1.667,R16,3,1,0.8
Hard,2-6 7-6(1) 6-4,0.153,0.01,32.667,0.643,0.49,0.184,5,0.75,2.667,R16,3,1,0.75
Hard,6-3 6-4,0.14,0.018,28.5,0.667,0.544,0.211,5,1,1,R16,3,1,1
Hard,4-6 6-3 6-3,0.165,0.013,26.333,0.582,0.456,0.215,4.667,0.5,2,R16,3,1,0.5
Hard,6-3 6-3,0.089,0.036,28,0.643,0.5,0.214,4.5,1,1,R16,3,1,1
Hard,7-6(5) 7-6(3),0.038,0.013,39,0.628,0.474,0.295,6,0,0,QF,3,1,1
Hard,6-3 7-6(4),0.169,0.042,35.5,0.69,0.577,0.169,5.5,1,2,QF,3,1,1
Hard,7-6(3) 7-6(13),0.301,0,41.5,0.795,0.687,0.133,6,1,1,QF,3,1,1
Hard,6-3 3-6 7-5,0.195,0,27.333,0.671,0.573,0.159,5,0.333,1,QF,3,1,0.333
Hard,6-4 6-4,0.053,0.027,37.5,0.427,0.36,0.307,5,1,5.5,SF,3,1,1
Hard,6-2 6-4,0.25,0.019,26,0.635,0.519,0.212,4.5,0,0,SF,3,1,1
Hard,6-2 6-3,0.283,0.043,23,0.674,0.587,0.152,4.5,0.5,1,F,3,1,0.5
Hard,7-6(3) 6-3,0.109,0.047,32,0.563,0.5,0.297,5.5,0,0,R32,3,1,1
Hard,3-6 6-3 6-4,0.103,0.069,29,0.609,0.414,0.276,4.667,0.75,1.333,R32,3,1,0.75
Hard,7-5 4-6 7-5,0.283,0.087,30.667,0.641,0.543,0.207,5.667,0.8,1.667,R32,3,1,0.8
Hard,6-4 3-6 6-3,0.126,0.011,29,0.69,0.471,0.195,4.667,0.667,1,R32,3,1,0.667
Hard,6-3 6-3,0.14,0,21.5,0.581,0.535,0.302,4.5,0,0,R32,3,1,1
Hard,6-7(5) 6-2 6-4,0.12,0.022,30.667,0.565,0.435,0.25,5,0.667,1,R32,3,1,0.667
Hard,6-4 6-7(7) 7-5,0.24,0.042,32,0.667,0.563,0.177,5.667,0.667,1,R32,3,1,0.667
Hard,6-3 7-5,0.102,0.085,29.5,0.61,0.525,0.22,5.5,0.5,1,R32,3,1,0.5
Hard,3-6 6-3 6-4,0.109,0.043,30.667,0.609,0.478,0.207,4.667,0.8,1.667,R32,3,1,0.8
Hard,6-3 0-6 7-6(3),0.118,0.151,31,0.495,0.387,0.237,4.667,0.6,3.333,R32,3,1,0.6
Hard,1-6 6-3 6-4,0.027,0.027,25,0.613,0.44,0.187,4.333,0.4,1.667,R32,3,1,0.4
Hard,4-6 6-4 7-6(9),0.043,0.043,38.667,0.543,0.414,0.25,5.333,0.786,4.667,R32,3,1,0.786
Hard,6-7(12) 6-1 6-3,0.359,0.013,26,0.705,0.603,0.244,4.667,0,0,R16,3,1,1
Hard,6-4 6-0,0.15,0.025,20,0.625,0.525,0.275,4,0,0,R16,3,1,1
Hard,7-5 6-3,0.204,0.037,27,0.593,0.519,0.296,5.5,0,0,R16,3,1,1
Hard,6-7(1) 6-3 6-2,0.075,0.019,35.667,0.43,0.336,0.327,5,1,2,R16,3,1,1
Hard,6-3 7-6(3),0.123,0.108,32.5,0.615,0.538,0.2,5.5,0.5,1,R16,3,1,0.5
Hard,6-4 6-7(4) 6-2,0.113,0.035,38.333,0.635,0.435,0.183,5,0.786,4.667,R16,3,1,0.786
Hard,6-1 5-7 6-0,0.062,0.031,21.667,0.538,0.446,0.308,4.333,0.667,2,R16,3,1,0.667
Hard,6-7(5) 6-2 6-4,0.222,0,27,0.704,0.568,0.173,5,0,0.667,R16,3,1,1
Hard,3-6 7-6(7) 6-4,0.325,0.048,27.667,0.687,0.627,0.157,5,0,0.333,QF,3,1,1
Hard,1-6 6-1 6-3,0.063,0.016,21.333,0.703,0.469,0.078,3.667,0.333,2,QF,3,1,0.333
Hard,6-3 3-6 6-3,0.165,0.129,28.333,0.482,0.424,0.282,4.667,0.75,1.333,QF,3,1,0.75
Hard,6-1 6-4,0.176,0.039,25.5,0.627,0.471,0.196,4.5,0.667,1.5,QF,3,1,0.667
Hard,7-6(5) 7-6(5),0.025,0.025,40,0.6,0.513,0.25,6,1,1,SF,3,1,1
Hard,6-4 6-7(4) 7-6(3),0.189,0,40.667,0.746,0.549,0.123,5.667,0.875,2.667,SF,3,1,0.875
Hard,6-1 3-6 6-2,0.118,0,25.333,0.711,0.5,0.145,4,0.714,2.333,F,3,1,0.714
Grass,6-3 7-6(4),0.063,0.013,39.5,0.62,0.405,0.266,5.5,0.8,2.5,R32,3,1,0.8
Grass,6-2 7-5,0.18,0,30.5,0.803,0.525,0.115,5,0.75,4,R32,3,1,0.75
Grass,7-6(3) 6-7(6) 6-2,0.067,0.019,34.667,0.644,0.471,0.192,5.333,0.6,1.667,R32,3,1,0.6
Grass,6-3 6-4,0.062,0.031,32.5,0.585,0.446,0.231,5,0.8,2.5,R32,3,1,0.8
Grass,7-6(3) 2-6 7-6(4),0.028,0.009,35.667,0.682,0.449,0.178,5.333,0.444,3,R32,3,1,0.444
Grass,6-4 6-3,0.044,0.029,34,0.574,0.382,0.221,5,0.667,3,R32,3,1,0.667
Grass,6-3 6-2,0.051,0.068,29.5,0.61,0.458,0.254,4.5,1,2.5,R32,3,1,1
Grass,6-0 7-5,0.302,0.023,21.5,0.535,0.442,0.395,4.5,0,0,R32,3,1,1
Grass,6-3 2-6 6-4,0.122,0.041,32.667,0.561,0.418,0.204,4.667,0.778,3,R32,3,1,0.778
Grass,6-2 0-6 6-2,0.031,0.015,21.667,0.615,0.462,0.185,3.667,0.5,2,R32,3,1,0.5
Grass,6-4 6-4,0.111,0.037,27,0.667,0.5,0.204,5,0.333,1.5,R32,3,1,0.333
Grass,6-4 6-7(5) 6-3,0.019,0.019,34.333,0.563,0.379,0.301,5.333,0.714,2.333,R32,3,1,0.714
Grass,7-6(5) 7-6(3),0.362,0.014,34.5,0.739,0.652,0.174,6,0,0,R16,3,1,1
Grass,7-6(4) 6-3,0.044,0.059,34,0.618,0.529,0.206,5.5,1,1,R16,3,1,1
Grass,6-2 6-4,0.086,0.069,29,0.586,0.414,0.207,4.5,0.6,2.5,R16,3,1,0.6
Grass,6-3 6-2,0.149,0.064,23.5,0.617,0.489,0.213,4,0.667,1.5,R16,3,1,0.667
Grass,6-4 4-6 7-6(6),0.152,0.054,30.667,0.576,0.489,0.272,5.333,0,0.333,R16,3,1,1
Grass,7-6(5) 6-4,0.211,0.042,35.5,0.521,0.423,0.324,5.5,1,1,R16,3,1,1
Grass,6-3 7-6(2),0.068,0.011,44,0.58,0.432,0.216,5.5,0.75,2,R16,3,1,0.75
Grass,7-6(2) 6-2,0.118,0.059,34,0.515,0.426,0.279,5,0.857,3.5,R16,3,1,0.857
Grass,6-7(4) 6-4 7-6(3),0.088,0,38,0.684,0.5,0.237,5.667,1,2.667,QF,3,1,1
Grass,6-1 6-3,0.205,0.023,22,0.682,0.545,0.159,4,0.5,1,QF,3,1,0.5
Grass,7-6(4) 6-1,0.153,0.068,29.5,0.627,0.525,0.22,5,0,0,QF,3,1,1
Grass,4-6 7-6(3) 6-2,0.168,0.021,31.667,0.589,0.442,0.274,5,0.889,3,QF,3,1,0.889
Grass,5-7 6-3 6-4,0.067,0.022,30,0.622,0.478,0.244,5.333,0.5,0.667,SF,3,1,0.5
Grass,7-6(4) 6-4,0.148,0.082,30.5,0.541,0.492,0.328,5.5,1,0.5,SF,3,1,1
Grass,7-6(1) 6-1,0.036,0.036,27.5,0.709,0.6,0.145,4.5,1,1.5,F,3,1,1
Grass,7-6(8) 3-6 7-6(5),0.138,0.018,36.333,0.716,0.578,0.119,5.333,0.6,1.667,R32,3,1,0.6
Grass,6-4 7-6(3),0.111,0.012,40.5,0.617,0.469,0.198,5.5,1,1.5,R32,3,1,1
Grass,6-2 0-6 7-6(4),0.04,0.013,25,0.707,0.467,0.16,4.333,0.429,2.333,R32,3,1,0.429
Grass,6-3 7-6(4),0.188,0,32,0.734,0.609,0.156,5.5,0.5,1,R32,3,1,0.5
Grass,7-5 6-3,0.131,0.033,30.5,0.557,0.426,0.311,5.5,0,0.5,R32,3,1,1
Grass,6-4 3-6 6-3,0.019,0.009,35.667,0.673,0.477,0.14,4.667,0.833,4,R32,3,1,0.833
Grass,6-4 6-4,0.058,0.019,26,0.654,0.538,0.192,5,0.75,2,R32,3,1,0.75
Grass,6-7(4) 6-4 6-4,0.315,0.011,29.667,0.708,0.562,0.191,5.333,0,0,R32,3,1,1
Grass,6-4 6-7(4) 7-6(1),0.062,0.027,37.667,0.549,0.389,0.212,5.667,0.5,2.667,R32,3,1,0.5
Grass,7-5 6-2,0.076,0.015,33,0.621,0.409,0.242,5,0.8,2.5,R32,3,1,0.8
Grass,6-1 6-7(7) 7-5,0.059,0.017,39.333,0.551,0.381,0.254,5,0.813,5.333,R32,3,1,0.813
Grass,6-3 6-4,0.073,0,27.5,0.818,0.673,0.109,5,1,1,R32,3,1,1
Grass,6-3 6-4,0.152,0.045,33,0.667,0.53,0.167,5,1,2,R32,3,1,1
Grass,6-4 3-6 6-1,0.158,0,25.333,0.658,0.5,0.184,4.333,0.714,2.333,R32,3,1,0.714
Grass,7-5 6-2,0.263,0.105,28.5,0.649,0.544,0.193,5,0,0,R32,3,1,1
Grass,7-6(4) 7-5,0.077,0.022,45.5,0.582,0.396,0.264,6,0.9,5,R32,3,1,0.9
Grass,6-3 7-5,0.05,0.067,30,0.667,0.567,0.183,5.5,1,1,R16,3,1,1
Grass,6-3 7-6(4),0.093,0,37.5,0.68,0.52,0.107,5,0.8,5,R16,3,1,0.8
Grass,6-3 6-2,0.119,0,21,0.643,0.619,0.238,4.5,0,0,R16,3,1,1
Grass,6-7(5) 6-3 6-3,0.256,0.037,27.333,0.683,0.598,0.195,5,1,0.333,R16,3,1,1
Grass,6-2 6-7(6) 6-3,0.048,0.01,35,0.619,0.448,0.2,5,0.75,2.667,R16,3,1,0.75
Grass,7-6(1) 6-4,0.101,0.014,34.5,0.71,0.565,0.13,5.5,0.75,2,R16,3,1,0.75
Grass,6-2 5-7 6-2,0.064,0.043,31.333,0.702,0.511,0.128,4.667,0.778,3,R16,3,1,0.778
Grass,7-5 6-1,0.096,0.058,26,0.635,0.519,0.192,4.5,1,0.5,R16,3,1,1
Grass,6-0 7-6(1),0.158,0.053,28.5,0.649,0.561,0.175,4.5,0,0,QF,3,1,1
Grass,7-5 6-7(8) 6-3,0.437,0.029,34.333,0.709,0.641,0.146,5.667,1,1,QF,3,1,1
Grass,6-4 5-7 6-3,0.078,0.02,34,0.667,0.48,0.176,5.333,0.4,1.667,QF,3,1,0.4
Grass,7-6(3) 7-6(4),0.077,0,39,0.731,0.615,0.167,6,1,0.5,SF,3,1,1
Grass,7-6(1) 6-4,0.192,0,36.5,0.726,0.589,0.137,5.5,1,2,F,3,1,1
Hard,6-4 6-4,0.089,0.036,28,0.5,0.393,0.304,5,0.667,1.5,R32,3,1,0.667
Hard,7-5 6-4,0.026,0.077,39,0.615,0.41,0.205,5.5,0.5,2,R32,3,1,0.5
Hard,6-1 7-6(4),0.106,0.03,33,0.545,0.47,0.227,5,0,0.5,R32,3,1,1
Hard,6-4 6-4,0.159,0.085,41,0.561,0.427,0.207,5,1,4,R32,3,1,1
Hard,7-6(2) 6-4,0.081,0.016,31,0.565,0.468,0.242,5.5,0.5,2,R32,3,1,0.5
Hard,6-3 6-3,0.063,0.042,24,0.625,0.479,0.292,4.5,1,0.5,R32,3,1,1
Hard,4-6 6-1 6-4,0.073,0.024,27.333,0.646,0.5,0.195,4.667,0.857,2.333,R32,3,1,0.857
Hard,7-5 6-2,0.129,0,31,0.581,0.435,0.226,5,0.6,2.5,R32,3,1,0.6
Hard,6-2 7-5,0.067,0.15,30,0.467,0.367,0.2,5,0.571,3.5,R32,3,1,0.571
Hard,5-7 6-3 6-3,0.09,0.022,29.667,0.551,0.416,0.258,5,0.6,1.667,R32,3,1,0.6
Hard,6-1 6-2,0.034,0.017,29.5,0.695,0.458,0.169,4,0.667,1.5,R32,3,1,0.667
Hard,6-4 7-5,0.127,0.085,35.5,0.634,0.507,0.183,5.5,0.75,2,R32,3,1,0.75
Hard,6-3 6-2,0,0.065,23,0.739,0.63,0.152,4.5,0,0,R32,3,1,1
Hard,6-4 6-7(1) 6-4,0.051,0.02,33,0.556,0.414,0.232,5.333,0.25,1.333,R32,3,1,0.25
Hard,7-5 6-1,0.115,0.049,30.5,0.672,0.525,0.18,5,0.8,2.5,R32,3,1,0.8
Hard,6-3 6-1,0.163,0.041,24.5,0.633,0.531,0.184,4,0,0,R32,3,1,1
Hard,6-1 6-2,0.023,0,21.5,0.651,0.488,0.256,4,0,0,R16,3,1,1
Hard,3-6 7-5 6-3,0.078,0.01,34.333,0.621,0.437,0.223,5,0.917,4,R16,3,1,0.917
Hard,7-6(7) 5-7 6-0,0.133,0.011,30,0.578,0.444,0.3,5,0.833,2,R16,3,1,0.833
Hard,6-4 3-6 6-4,0.093,0.023,28.667,0.593,0.43,0.221,4.667,0.667,2,R16,3,1,0.667
Hard,6-0 6-2,0.139,0.056,18,0.667,0.556,0.222,3.5,0,0,R16,3,1,1
Hard,6-4 3-6 7-6(6),0.043,0.032,31,0.591,0.452,0.215,5,0.571,2.333,R16,3,1,0.571
Hard,6-4 6-3,0.1,0,20,0.7,0.6,0.175,4.5,0,1,R16,3,1,1
Hard,6-1 6-1,0.167,0.024,21,0.643,0.548,0.19,3.5,1,1.5,QF,3,1,1
Hard,6-3 4-6 6-2,0.117,0,25.667,0.558,0.455,0.273,4.667,0.6,1.667,QF,3,1,0.6
Hard,6-1 6-3,0,0.027,18.5,0.486,0.432,0.432,4,0,0,QF,3,1,1
Hard,6-0 5-7 6-4,0.047,0.012,28.333,0.635,0.459,0.165,4.667,0.4,1.667,SF,3,1,0.4
Hard,6-2 6-1,0.061,0.061,24.5,0.653,0.469,0.143,4,0.667,1.5,SF,3,1,0.667
Hard,6-3 7-5,0.152,0.013,39.5,0.646,0.519,0.139,5.5,1,3.5,F,3,1,1
Hard,6-1 6-1 6-1,0.154,0,17.333,0.75,0.692,0.154,3.667,0,0,R128,5,1,1
Hard,6-4 3-6 6-7(0) 6-0 6-1,0.1,0.083,24,0.508,0.417,0.292,4,0.75,0.8,R128,5,1,0.75
Hard,6-4 6-0 7-5,0.072,0.072,27.667,0.506,0.373,0.265,4.667,0.571,2.333,R128,5,1,0.571
Hard,6-3 6-2 7-6(7),0.038,0.048,34.667,0.567,0.423,0.308,5,1,1.667,R128,5,1,1
Hard,6-3 4-6 6-2 6-4,0.08,0,28.25,0.593,0.425,0.274,4.75,0.778,2.25,R128,5,1,0.778
Hard,6-2 6-2 4-6 2-6 7-6(4),0.053,0.046,30.2,0.497,0.364,0.272,4.6,0.692,2.6,R128,5,1,0.692
Hard,6-4 6-1 6-2,0.21,0.032,20.667,0.532,0.468,0.339,4,1,1,R128,5,1,1
Hard,6-4 7-6(8) 6-1,0.177,0.063,32,0.49,0.406,0.333,5,1,2,R128,5,1,1
Hard,3-6 6-1 6-7(3) 6-3 6-1,0.172,0.057,24.4,0.582,0.467,0.246,4.4,0.571,1.4,R128,5,1,0.571
Hard,6-7(5) 6-3 6-1 6-3,0.098,0.045,33,0.583,0.485,0.189,4.75,0.8,2.5,R128,5,1,0.8
Hard,7-6(5) 6-1 6-3,0.138,0.1,26.667,0.588,0.488,0.213,4.667,0.5,1.333,R128,5,1,0.5
Hard,2-6 6-3 6-4 7-6(2),0.06,0.09,33.25,0.421,0.331,0.241,4.75,0.571,3.5,R128,5,1,0.571
Hard,6-2 3-6 6-4 6-1,0.093,0.051,29.5,0.568,0.441,0.178,4.25,0.833,3,R128,5,1,0.833
Hard,6-3 6-2 6-2,0.032,0.016,21,0.524,0.444,0.397,4.333,1,0.667,R128,5,1,1
Hard,6-3 6-2 4-6 6-4,0.06,0.04,25,0.73,0.62,0.11,4.75,0,0.5,R128,5,1,1
Hard,6-4 3-6 4-6 7-6(6) 6-4,0.142,0.032,31,0.632,0.49,0.213,5,0.778,1.8,R128,5,1,0.778
Hard,6-2 6-2 6-4,0.15,0.017,20,0.583,0.55,0.317,4.333,0,0,R128,5,1,1
Hard,6-3 6-1 6-1,0.229,0.014,23.333,0.529,0.457,0.3,4,0,0,R128,5,1,1
